datum,productcode,theoretisch_verbruik
2024-07-19,BROOD02,33.0
2024-07-19,FRIS01,30.0
2024-07-19,FRIS02,40.0
2024-07-19,FRIS03,5.0
2024-07-19,KOF01,0.548
2024-07-19,VLEES01,33.0
2024-07-19,WIJN01,7.35
2024-07-19,WIJN02,3.3
2024-07-19,WIJN03,2.55
2024-07-19,ZUI01,4.35
2024-07-20,AARD01,13.86
2024-07-20,BIER01,23.25
2024-07-20,BIER02,32.0
2024-07-20,BROOD01,210.0
2024-07-20,BROOD02,34.0
2024-07-20,FRIS01,31.0
2024-07-20,FRIS02,27.0
2024-07-20,FRIS03,7.25
2024-07-20,KOF01,0.525
2024-07-20,VLEES01,34.0
2024-07-20,WIJN01,6.45
2024-07-20,WIJN02,4.65
2024-07-20,WIJN03,1.5
2024-07-20,ZUI01,5.85
2024-07-21,AARD01,9.24
2024-07-21,BIER01,15.25
2024-07-21,BIER02,9.0
2024-07-21,BROOD01,249.0
2024-07-21,BROOD02,29.0
2024-07-21,FRIS01,29.0
2024-07-21,FRIS02,29.0
2024-07-21,FRIS03,9.0
2024-07-21,KOF01,0.592
2024-07-21,VLEES01,29.0
2024-07-21,WIJN01,3.9
2024-07-21,WIJN02,2.55
2024-07-21,WIJN03,1.95
2024-07-21,ZUI01,7.05
2024-07-22,AARD01,11.34
2024-07-22,BIER01,16.5
2024-07-22,BIER02,9.0
2024-07-22,BROOD01,140.0
2024-07-22,BROOD02,29.0
2024-07-22,FRIS01,18.0
2024-07-22,FRIS02,6.0
2024-07-22,FRIS03,3.25
2024-07-22,KOF01,0.232
2024-07-22,VLEES01,29.0
2024-07-22,WIJN01,2.25
2024-07-22,WIJN02,4.05
2024-07-22,WIJN03,1.95
2024-07-22,ZUI01,2.7
2024-07-23,AARD01,10.08
2024-07-23,BIER01,19.0
2024-07-23,BIER02,22.0
2024-07-23,BROOD01,241.0
2024-07-23,BROOD02,31.0
2024-07-23,FRIS01,19.0
2024-07-23,FRIS02,24.0
2024-07-23,FRIS03,6.75
2024-07-23,KOF01,0.39
2024-07-23,VLEES01,31.0
2024-07-23,WIJN01,2.55
2024-07-23,WIJN02,3.6
2024-07-23,WIJN03,1.35
2024-07-23,ZUI01,4.65
2024-07-24,AARD01,9.38
2024-07-24,BIER01,16.5
2024-07-24,BIER02,23.0
2024-07-24,BROOD01,197.0
2024-07-24,BROOD02,18.0
2024-07-24,FRIS01,37.0
2024-07-24,FRIS02,20.0
2024-07-24,FRIS03,6.0
2024-07-24,KOF01,0.375
2024-07-24,VLEES01,18.0
2024-07-24,WIJN01,3.6
2024-07-24,WIJN02,2.55
2024-07-24,WIJN03,1.2
2024-07-24,ZUI01,2.85
2024-07-25,AARD01,8.82
2024-07-25,BIER01,21.5
2024-07-25,BIER02,27.0
2024-07-25,BROOD01,170.0
2024-07-25,BROOD02,18.0
2024-07-25,FRIS01,24.0
2024-07-25,FRIS02,26.0
2024-07-25,FRIS03,8.0
2024-07-25,KOF01,0.42
2024-07-25,VLEES01,18.0
2024-07-25,WIJN01,3.0
2024-07-25,WIJN02,3.9
2024-07-25,WIJN03,2.1
2024-07-25,ZUI01,3.75
2024-07-26,AARD01,20.3
2024-07-26,BIER01,47.25
2024-07-26,BIER02,39.0
2024-07-26,BROOD01,270.0
2024-07-26,BROOD02,47.0
2024-07-26,FRIS01,55.0
2024-07-26,FRIS02,35.0
2024-07-26,FRIS03,10.25
2024-07-26,KOF01,0.75
2024-07-26,VLEES01,47.0
2024-07-26,WIJN01,6.75
2024-07-26,WIJN02,6.75
2024-07-26,WIJN03,2.85
2024-07-26,ZUI01,6.9
2024-07-27,AARD01,11.62
2024-07-27,BIER01,25.75
2024-07-27,BIER02,31.0
2024-07-27,BROOD01,157.0
2024-07-27,BROOD02,24.0
2024-07-27,FRIS01,37.0
2024-07-27,FRIS02,19.0
2024-07-27,FRIS03,4.25
2024-07-27,KOF01,0.428
2024-07-27,VLEES01,24.0
2024-07-27,WIJN01,6.0
2024-07-27,WIJN02,3.45
2024-07-27,WIJN03,2.4
2024-07-27,ZUI01,4.65
2024-07-28,AARD01,9.66
2024-07-28,BIER01,20.75
2024-07-28,BIER02,16.0
2024-07-28,BROOD01,265.0
2024-07-28,BROOD02,22.0
2024-07-28,FRIS01,27.0
2024-07-28,FRIS02,21.0
2024-07-28,FRIS03,6.75
2024-07-28,KOF01,0.54
2024-07-28,VLEES01,22.0
2024-07-28,WIJN01,5.4
2024-07-28,WIJN02,2.7
2024-07-28,WIJN03,1.2
2024-07-28,ZUI01,6.15
2024-07-29,AARD01,4.2
2024-07-29,BIER01,11.0
2024-07-29,BIER02,5.0
2024-07-29,BROOD01,129.0
2024-07-29,BROOD02,7.0
2024-07-29,FRIS01,7.0
2024-07-29,FRIS02,15.0
2024-07-29,FRIS03,2.25
2024-07-29,KOF01,0.128
2024-07-29,VLEES01,7.0
2024-07-29,WIJN01,2.25
2024-07-29,WIJN02,3.15
2024-07-29,WIJN03,0.45
2024-07-29,ZUI01,1.05
2024-07-30,AARD01,6.3
2024-07-30,BIER01,13.75
2024-07-30,BIER02,7.0
2024-07-30,BROOD01,158.0
2024-07-30,BROOD02,11.0
2024-07-30,FRIS01,15.0
2024-07-30,FRIS02,17.0
2024-07-30,FRIS03,3.25
2024-07-30,KOF01,0.39
2024-07-30,VLEES01,11.0
2024-07-30,WIJN01,2.85
2024-07-30,WIJN02,1.35
2024-07-30,WIJN03,1.2
2024-07-30,ZUI01,4.2
2024-07-31,AARD01,10.08
2024-07-31,BIER01,14.0
2024-07-31,BIER02,18.0
2024-07-31,BROOD01,270.0
2024-07-31,BROOD02,32.0
2024-07-31,FRIS01,27.0
2024-07-31,FRIS02,28.0
2024-07-31,FRIS03,7.25
2024-07-31,KOF01,0.33
2024-07-31,VLEES01,32.0
2024-07-31,WIJN01,2.4
2024-07-31,WIJN02,2.25
2024-07-31,WIJN03,1.5
2024-07-31,ZUI01,2.85
2024-08-01,AARD01,11.62
2024-08-01,BIER01,11.0
2024-08-01,BIER02,22.0
2024-08-01,BROOD01,191.0
2024-08-01,BROOD02,32.0
2024-08-01,FRIS01,24.0
2024-08-01,FRIS02,23.0
2024-08-01,FRIS03,5.25
2024-08-01,KOF01,0.27
2024-08-01,VLEES01,32.0
2024-08-01,WIJN01,3.3
2024-08-01,WIJN02,3.0
2024-08-01,WIJN03,2.55
2024-08-01,ZUI01,3.3
2024-08-02,AARD01,24.22
2024-08-02,BIER01,48.75
2024-08-02,BIER02,62.0
2024-08-02,BROOD01,347.0
2024-08-02,BROOD02,54.0
2024-08-02,FRIS01,53.0
2024-08-02,FRIS02,54.0
2024-08-02,FRIS03,10.25
2024-08-02,KOF01,0.75
2024-08-02,VLEES01,54.0
2024-08-02,WIJN01,8.55
2024-08-02,WIJN02,9.0
2024-08-02,WIJN03,4.2
2024-08-02,ZUI01,8.55
2024-08-03,AARD01,11.34
2024-08-03,BIER01,33.0
2024-08-03,BIER02,28.0
2024-08-03,BROOD01,242.0
2024-08-03,BROOD02,31.0
2024-08-03,FRIS01,32.0
2024-08-03,FRIS02,29.0
2024-08-03,FRIS03,9.0
2024-08-03,KOF01,0.375
2024-08-03,VLEES01,31.0
2024-08-03,WIJN01,9.3
2024-08-03,WIJN02,3.6
2024-08-03,WIJN03,2.55
2024-08-03,ZUI01,3.9
2024-08-04,AARD01,9.24
2024-08-04,BIER01,19.0
2024-08-04,BIER02,9.0
2024-08-04,BROOD01,192.0
2024-08-04,BROOD02,29.0
2024-08-04,FRIS01,19.0
2024-08-04,FRIS02,41.0
2024-08-04,FRIS03,11.0
2024-08-04,KOF01,0.578
2024-08-04,VLEES01,29.0
2024-08-04,WIJN01,3.6
2024-08-04,WIJN02,1.95
2024-08-04,WIJN03,0.3
2024-08-04,ZUI01,5.25
2024-08-05,AARD01,7.98
2024-08-05,BIER01,9.0
2024-08-05,BIER02,12.0
2024-08-05,BROOD01,148.0
2024-08-05,BROOD02,17.0
2024-08-05,FRIS01,23.0
2024-08-05,FRIS02,16.0
2024-08-05,FRIS03,4.25
2024-08-05,KOF01,0.232
2024-08-05,VLEES01,17.0
2024-08-05,WIJN01,2.1
2024-08-05,WIJN02,1.95
2024-08-05,WIJN03,0.45
2024-08-05,ZUI01,2.85
2024-08-06,AARD01,6.86
2024-08-06,BIER01,12.75
2024-08-06,BIER02,21.0
2024-08-06,BROOD01,157.0
2024-08-06,BROOD02,11.0
2024-08-06,FRIS01,17.0
2024-08-06,FRIS02,26.0
2024-08-06,FRIS03,6.75
2024-08-06,KOF01,0.368
2024-08-06,VLEES01,11.0
2024-08-06,WIJN01,2.7
2024-08-06,WIJN02,2.1
2024-08-06,WIJN03,1.2
2024-08-06,ZUI01,3.6
2024-08-07,AARD01,8.68
2024-08-07,BIER01,16.25
2024-08-07,BIER02,19.0
2024-08-07,BROOD01,206.0
2024-08-07,BROOD02,27.0
2024-08-07,FRIS01,21.0
2024-08-07,FRIS02,31.0
2024-08-07,FRIS03,4.5
2024-08-07,KOF01,0.412
2024-08-07,VLEES01,27.0
2024-08-07,WIJN01,1.5
2024-08-07,WIJN02,3.75
2024-08-07,WIJN03,1.35
2024-08-07,ZUI01,4.35
2024-08-08,AARD01,13.44
2024-08-08,BIER01,26.5
2024-08-08,BIER02,16.0
2024-08-08,BROOD01,234.0
2024-08-08,BROOD02,34.0
2024-08-08,FRIS01,39.0
2024-08-08,FRIS02,24.0
2024-08-08,FRIS03,11.5
2024-08-08,KOF01,0.63
2024-08-08,VLEES01,34.0
2024-08-08,WIJN01,3.6
2024-08-08,WIJN02,3.15
2024-08-08,WIJN03,1.05
2024-08-08,ZUI01,6.6
2024-08-09,AARD01,12.04
2024-08-09,BIER01,43.25
2024-08-09,BIER02,36.0
2024-08-09,BROOD01,260.0
2024-08-09,BROOD02,23.0
2024-08-09,FRIS01,34.0
2024-08-09,FRIS02,29.0
2024-08-09,FRIS03,3.75
2024-08-09,KOF01,0.585
2024-08-09,VLEES01,23.0
2024-08-09,WIJN01,5.1
2024-08-09,WIJN02,5.55
2024-08-09,WIJN03,2.7
2024-08-09,ZUI01,4.8
2024-08-10,AARD01,11.06
2024-08-10,BIER01,23.5
2024-08-10,BIER02,25.0
2024-08-10,BROOD01,171.0
2024-08-10,BROOD02,26.0
2024-08-10,FRIS01,29.0
2024-08-10,FRIS02,26.0
2024-08-10,FRIS03,4.5
2024-08-10,KOF01,0.368
2024-08-10,VLEES01,26.0
2024-08-10,WIJN01,4.65
2024-08-10,WIJN02,6.15
2024-08-10,WIJN03,2.4
2024-08-10,ZUI01,4.2
2024-08-11,AARD01,10.22
2024-08-11,BIER01,21.0
2024-08-11,BIER02,19.0
2024-08-11,BROOD01,133.0
2024-08-11,BROOD02,30.0
2024-08-11,FRIS01,31.0
2024-08-11,FRIS02,19.0
2024-08-11,FRIS03,4.25
2024-08-11,KOF01,0.442
2024-08-11,VLEES01,30.0
2024-08-11,WIJN01,4.65
2024-08-11,WIJN02,2.55
2024-08-11,WIJN03,1.2
2024-08-11,ZUI01,4.95
2024-08-12,AARD01,5.32
2024-08-12,BIER01,13.5
2024-08-12,BIER02,17.0
2024-08-12,BROOD01,122.0
2024-08-12,BROOD02,16.0
2024-08-12,FRIS01,13.0
2024-08-12,FRIS02,16.0
2024-08-12,FRIS03,4.5
2024-08-12,KOF01,0.27
2024-08-12,VLEES01,16.0
2024-08-12,WIJN01,1.35
2024-08-12,WIJN02,1.2
2024-08-12,WIJN03,1.05
2024-08-12,ZUI01,2.85
2024-08-13,AARD01,8.4
2024-08-13,BIER01,10.0
2024-08-13,BIER02,8.0
2024-08-13,BROOD01,122.0
2024-08-13,BROOD02,20.0
2024-08-13,FRIS01,15.0
2024-08-13,FRIS02,19.0
2024-08-13,FRIS03,5.75
2024-08-13,KOF01,0.345
2024-08-13,VLEES01,20.0
2024-08-13,WIJN01,2.55
2024-08-13,WIJN02,2.55
2024-08-13,WIJN03,1.2
2024-08-13,ZUI01,2.7
2024-08-14,AARD01,8.26
2024-08-14,BIER01,17.0
2024-08-14,BIER02,14.0
2024-08-14,BROOD01,191.0
2024-08-14,BROOD02,20.0
2024-08-14,FRIS01,17.0
2024-08-14,FRIS02,24.0
2024-08-14,FRIS03,2.25
2024-08-14,KOF01,0.3
2024-08-14,VLEES01,20.0
2024-08-14,WIJN01,4.05
2024-08-14,WIJN02,4.65
2024-08-14,WIJN03,1.35
2024-08-14,ZUI01,2.85
2024-08-15,AARD01,8.54
2024-08-15,BIER01,14.5
2024-08-15,BIER02,9.0
2024-08-15,BROOD01,232.0
2024-08-15,BROOD02,29.0
2024-08-15,FRIS01,18.0
2024-08-15,FRIS02,21.0
2024-08-15,FRIS03,5.25
2024-08-15,KOF01,0.352
2024-08-15,VLEES01,29.0
2024-08-15,WIJN01,3.15
2024-08-15,WIJN02,3.0
2024-08-15,WIJN03,0.75
2024-08-15,ZUI01,3.9
2024-08-16,AARD01,15.96
2024-08-16,BIER01,25.5
2024-08-16,BIER02,28.0
2024-08-16,BROOD01,259.0
2024-08-16,BROOD02,37.0
2024-08-16,FRIS01,37.0
2024-08-16,FRIS02,44.0
2024-08-16,FRIS03,5.0
2024-08-16,KOF01,0.39
2024-08-16,VLEES01,37.0
2024-08-16,WIJN01,6.45
2024-08-16,WIJN02,6.9
2024-08-16,WIJN03,3.75
2024-08-16,ZUI01,4.95
2024-08-17,AARD01,12.46
2024-08-17,BIER01,38.0
2024-08-17,BIER02,23.0
2024-08-17,BROOD01,186.0
2024-08-17,BROOD02,25.0
2024-08-17,FRIS01,30.0
2024-08-17,FRIS02,40.0
2024-08-17,FRIS03,4.5
2024-08-17,KOF01,0.465
2024-08-17,VLEES01,25.0
2024-08-17,WIJN01,6.75
2024-08-17,WIJN02,4.8
2024-08-17,WIJN03,2.55
2024-08-17,ZUI01,4.65
2024-08-18,AARD01,8.26
2024-08-18,BIER01,18.0
2024-08-18,BIER02,15.0
2024-08-18,BROOD01,225.0
2024-08-18,BROOD02,22.0
2024-08-18,FRIS01,30.0
2024-08-18,FRIS02,33.0
2024-08-18,FRIS03,8.5
2024-08-18,KOF01,0.48
2024-08-18,VLEES01,22.0
2024-08-18,WIJN01,3.0
2024-08-18,WIJN02,1.95
2024-08-18,WIJN03,1.5
2024-08-18,ZUI01,4.95
2024-08-19,AARD01,3.78
2024-08-19,BIER01,7.5
2024-08-19,BIER02,8.0
2024-08-19,BROOD01,94.0
2024-08-19,BROOD02,6.0
2024-08-19,FRIS01,5.0
2024-08-19,FRIS02,9.0
2024-08-19,FRIS03,3.75
2024-08-19,KOF01,0.218
2024-08-19,VLEES01,6.0
2024-08-19,WIJN01,1.95
2024-08-19,WIJN02,2.25
2024-08-19,WIJN03,0.3
2024-08-19,ZUI01,2.1
2024-08-20,AARD01,6.44
2024-08-20,BIER01,8.5
2024-08-20,BIER02,7.0
2024-08-20,BROOD01,95.0
2024-08-20,BROOD02,14.0
2024-08-20,FRIS01,12.0
2024-08-20,FRIS02,11.0
2024-08-20,FRIS03,2.25
2024-08-20,KOF01,0.188
2024-08-20,VLEES01,14.0
2024-08-20,WIJN01,2.55
2024-08-20,WIJN02,1.95
2024-08-20,WIJN03,0.45
2024-08-20,ZUI01,2.25
2024-08-21,AARD01,7.28
2024-08-21,BIER01,17.25
2024-08-21,BIER02,10.0
2024-08-21,BROOD01,142.0
2024-08-21,BROOD02,16.0
2024-08-21,FRIS01,12.0
2024-08-21,FRIS02,14.0
2024-08-21,FRIS03,2.25
2024-08-21,KOF01,0.18
2024-08-21,VLEES01,16.0
2024-08-21,WIJN01,1.35
2024-08-21,WIJN02,3.0
2024-08-21,WIJN03,1.35
2024-08-21,ZUI01,1.95
2024-08-22,AARD01,7.28
2024-08-22,BIER01,11.5
2024-08-22,BIER02,15.0
2024-08-22,BROOD01,164.0
2024-08-22,BROOD02,24.0
2024-08-22,FRIS01,30.0
2024-08-22,FRIS02,22.0
2024-08-22,FRIS03,5.0
2024-08-22,KOF01,0.465
2024-08-22,VLEES01,24.0
2024-08-22,WIJN01,1.8
2024-08-22,WIJN02,3.15
2024-08-22,WIJN03,1.5
2024-08-22,ZUI01,5.55
2024-08-23,AARD01,15.12
2024-08-23,BIER01,31.25
2024-08-23,BIER02,38.0
2024-08-23,BROOD01,292.0
2024-08-23,BROOD02,40.0
2024-08-23,FRIS01,27.0
2024-08-23,FRIS02,27.0
2024-08-23,FRIS03,6.0
2024-08-23,KOF01,0.36
2024-08-23,VLEES01,40.0
2024-08-23,WIJN01,6.45
2024-08-23,WIJN02,5.4
2024-08-23,WIJN03,3.0
2024-08-23,ZUI01,3.6
2024-08-24,AARD01,13.72
2024-08-24,BIER01,31.25
2024-08-24,BIER02,23.0
2024-08-24,BROOD01,207.0
2024-08-24,BROOD02,37.0
2024-08-24,FRIS01,13.0
2024-08-24,FRIS02,27.0
2024-08-24,FRIS03,8.75
2024-08-24,KOF01,0.465
2024-08-24,VLEES01,37.0
2024-08-24,WIJN01,4.95
2024-08-24,WIJN02,5.1
2024-08-24,WIJN03,3.9
2024-08-24,ZUI01,3.15
2024-08-25,AARD01,6.44
2024-08-25,BIER01,18.0
2024-08-25,BIER02,11.0
2024-08-25,BROOD01,169.0
2024-08-25,BROOD02,17.0
2024-08-25,FRIS01,23.0
2024-08-25,FRIS02,20.0
2024-08-25,FRIS03,4.25
2024-08-25,KOF01,0.48
2024-08-25,VLEES01,17.0
2024-08-25,WIJN01,1.2
2024-08-25,WIJN02,3.6
2024-08-25,WIJN03,1.05
2024-08-25,ZUI01,4.8
2024-08-26,AARD01,2.94
2024-08-26,BIER01,11.0
2024-08-26,BIER02,10.0
2024-08-26,BROOD01,100.0
2024-08-26,BROOD02,8.0
2024-08-26,FRIS01,15.0
2024-08-26,FRIS02,12.0
2024-08-26,FRIS03,2.25
2024-08-26,KOF01,0.188
2024-08-26,VLEES01,8.0
2024-08-26,WIJN01,1.95
2024-08-26,WIJN02,1.35
2024-08-26,WIJN03,0.15
2024-08-26,ZUI01,1.5
2024-08-27,AARD01,11.34
2024-08-27,BIER01,17.25
2024-08-27,BIER02,18.0
2024-08-27,BROOD01,135.0
2024-08-27,BROOD02,23.0
2024-08-27,FRIS01,20.0
2024-08-27,FRIS02,17.0
2024-08-27,FRIS03,4.25
2024-08-27,KOF01,0.428
2024-08-27,VLEES01,23.0
2024-08-27,WIJN01,2.85
2024-08-27,WIJN02,2.4
2024-08-27,WIJN03,1.95
2024-08-27,ZUI01,3.9
2024-08-28,AARD01,10.08
2024-08-28,BIER01,15.5
2024-08-28,BIER02,8.0
2024-08-28,BROOD01,174.0
2024-08-28,BROOD02,33.0
2024-08-28,FRIS01,29.0
2024-08-28,FRIS02,20.0
2024-08-28,FRIS03,6.25
2024-08-28,KOF01,0.33
2024-08-28,VLEES01,33.0
2024-08-28,WIJN01,3.9
2024-08-28,WIJN02,2.1
2024-08-28,WIJN03,1.65
2024-08-28,ZUI01,4.2
2024-08-29,AARD01,7.0
2024-08-29,BIER01,14.5
2024-08-29,BIER02,12.0
2024-08-29,BROOD01,280.0
2024-08-29,BROOD02,22.0
2024-08-29,FRIS01,23.0
2024-08-29,FRIS02,20.0
2024-08-29,FRIS03,6.0
2024-08-29,KOF01,0.368
2024-08-29,VLEES01,22.0
2024-08-29,WIJN01,3.0
2024-08-29,WIJN02,1.2
2024-08-29,WIJN03,0.9
2024-08-29,ZUI01,4.2
2024-08-30,AARD01,12.88
2024-08-30,BIER01,29.5
2024-08-30,BIER02,32.0
2024-08-30,BROOD01,210.0
2024-08-30,BROOD02,33.0
2024-08-30,FRIS01,34.0
2024-08-30,FRIS02,30.0
2024-08-30,FRIS03,7.5
2024-08-30,KOF01,0.442
2024-08-30,VLEES01,33.0
2024-08-30,WIJN01,5.25
2024-08-30,WIJN02,5.25
2024-08-30,WIJN03,2.4
2024-08-30,ZUI01,4.2
2024-08-31,AARD01,10.92
2024-08-31,BIER01,34.5
2024-08-31,BIER02,33.0
2024-08-31,BROOD01,187.0
2024-08-31,BROOD02,27.0
2024-08-31,FRIS01,34.0
2024-08-31,FRIS02,33.0
2024-08-31,FRIS03,6.25
2024-08-31,KOF01,0.532
2024-08-31,VLEES01,27.0
2024-08-31,WIJN01,4.8
2024-08-31,WIJN02,3.3
2024-08-31,WIJN03,3.3
2024-08-31,ZUI01,5.7
2024-09-01,AARD01,8.12
2024-09-01,BIER01,20.0
2024-09-01,BIER02,10.0
2024-09-01,BROOD01,185.0
2024-09-01,BROOD02,16.0
2024-09-01,FRIS01,17.0
2024-09-01,FRIS02,22.0
2024-09-01,FRIS03,4.75
2024-09-01,KOF01,0.315
2024-09-01,VLEES01,16.0
2024-09-01,WIJN01,2.7
2024-09-01,WIJN02,1.95
2024-09-01,WIJN03,1.95
2024-09-01,ZUI01,3.3
2024-09-02,AARD01,4.9
2024-09-02,BIER01,7.25
2024-09-02,BIER02,1.0
2024-09-02,BROOD01,70.0
2024-09-02,BROOD02,13.0
2024-09-02,FRIS01,7.0
2024-09-02,FRIS02,10.0
2024-09-02,FRIS03,3.25
2024-09-02,KOF01,0.135
2024-09-02,VLEES01,13.0
2024-09-02,WIJN01,0.6
2024-09-02,WIJN02,1.65
2024-09-02,WIJN03,0.45
2024-09-02,ZUI01,1.95
2024-09-03,AARD01,12.32
2024-09-03,BIER01,13.25
2024-09-03,BIER02,16.0
2024-09-03,BROOD01,169.0
2024-09-03,BROOD02,27.0
2024-09-03,FRIS01,25.0
2024-09-03,FRIS02,19.0
2024-09-03,FRIS03,3.5
2024-09-03,KOF01,0.24
2024-09-03,VLEES01,27.0
2024-09-03,WIJN01,3.75
2024-09-03,WIJN02,1.35
2024-09-03,WIJN03,0.9
2024-09-03,ZUI01,2.1
2024-09-04,AARD01,7.7
2024-09-04,BIER01,12.5
2024-09-04,BIER02,10.0
2024-09-04,BROOD01,203.0
2024-09-04,BROOD02,23.0
2024-09-04,FRIS01,12.0
2024-09-04,FRIS02,26.0
2024-09-04,FRIS03,5.25
2024-09-04,KOF01,0.248
2024-09-04,VLEES01,23.0
2024-09-04,WIJN01,2.4
2024-09-04,WIJN02,1.2
2024-09-04,WIJN03,1.05
2024-09-04,ZUI01,2.4
2024-09-05,AARD01,11.62
2024-09-05,BIER01,15.25
2024-09-05,BIER02,14.0
2024-09-05,BROOD01,168.0
2024-09-05,BROOD02,23.0
2024-09-05,FRIS01,20.0
2024-09-05,FRIS02,25.0
2024-09-05,FRIS03,5.5
2024-09-05,KOF01,0.24
2024-09-05,VLEES01,23.0
2024-09-05,WIJN01,3.45
2024-09-05,WIJN02,2.25
2024-09-05,WIJN03,1.8
2024-09-05,ZUI01,2.55
2024-09-06,AARD01,11.2
2024-09-06,BIER01,23.75
2024-09-06,BIER02,25.0
2024-09-06,BROOD01,216.0
2024-09-06,BROOD02,30.0
2024-09-06,FRIS01,21.0
2024-09-06,FRIS02,24.0
2024-09-06,FRIS03,5.5
2024-09-06,KOF01,0.495
2024-09-06,VLEES01,30.0
2024-09-06,WIJN01,4.35
2024-09-06,WIJN02,2.25
2024-09-06,WIJN03,1.05
2024-09-06,ZUI01,4.8
2024-09-07,AARD01,14.14
2024-09-07,BIER01,31.25
2024-09-07,BIER02,32.0
2024-09-07,BROOD01,237.0
2024-09-07,BROOD02,35.0
2024-09-07,FRIS01,35.0
2024-09-07,FRIS02,30.0
2024-09-07,FRIS03,3.75
2024-09-07,KOF01,0.412
2024-09-07,VLEES01,35.0
2024-09-07,WIJN01,6.0
2024-09-07,WIJN02,5.4
2024-09-07,WIJN03,0.9
2024-09-07,ZUI01,3.75
2024-09-08,AARD01,8.68
2024-09-08,BIER01,16.75
2024-09-08,BIER02,14.0
2024-09-08,BROOD01,231.0
2024-09-08,BROOD02,18.0
2024-09-08,FRIS01,18.0
2024-09-08,FRIS02,23.0
2024-09-08,FRIS03,7.0
2024-09-08,KOF01,0.525
2024-09-08,VLEES01,18.0
2024-09-08,WIJN01,2.85
2024-09-08,WIJN02,2.4
2024-09-08,WIJN03,0.75
2024-09-08,ZUI01,5.7
2024-09-09,AARD01,3.22
2024-09-09,BIER01,9.5
2024-09-09,BIER02,5.0
2024-09-09,BROOD01,132.0
2024-09-09,BROOD02,13.0
2024-09-09,FRIS01,8.0
2024-09-09,FRIS02,9.0
2024-09-09,FRIS03,3.75
2024-09-09,KOF01,0.195
2024-09-09,VLEES01,13.0
2024-09-09,WIJN01,1.35
2024-09-09,WIJN02,0.9
2024-09-09,WIJN03,0.3
2024-09-09,ZUI01,2.1
2024-09-10,AARD01,7.42
2024-09-10,BIER01,14.25
2024-09-10,BIER02,18.0
2024-09-10,BROOD01,113.0
2024-09-10,BROOD02,19.0
2024-09-10,FRIS01,12.0
2024-09-10,FRIS02,10.0
2024-09-10,FRIS03,4.25
2024-09-10,KOF01,0.345
2024-09-10,VLEES01,19.0
2024-09-10,WIJN01,2.25
2024-09-10,WIJN02,1.8
2024-09-10,WIJN03,1.8
2024-09-10,ZUI01,3.9
2024-09-11,AARD01,7.14
2024-09-11,BIER01,11.25
2024-09-11,BIER02,15.0
2024-09-11,BROOD01,170.0
2024-09-11,BROOD02,15.0
2024-09-11,FRIS01,15.0
2024-09-11,FRIS02,10.0
2024-09-11,FRIS03,3.75
2024-09-11,KOF01,0.285
2024-09-11,VLEES01,15.0
2024-09-11,WIJN01,2.85
2024-09-11,WIJN02,2.7
2024-09-11,WIJN03,0.3
2024-09-11,ZUI01,3.45
2024-09-12,AARD01,8.26
2024-09-12,BIER01,9.25
2024-09-12,BIER02,10.0
2024-09-12,BROOD01,162.0
2024-09-12,BROOD02,18.0
2024-09-12,FRIS01,15.0
2024-09-12,FRIS02,22.0
2024-09-12,FRIS03,5.0
2024-09-12,KOF01,0.255
2024-09-12,VLEES01,18.0
2024-09-12,WIJN01,2.25
2024-09-12,WIJN02,1.2
2024-09-12,WIJN03,1.05
2024-09-12,ZUI01,2.25
2024-09-13,AARD01,6.16
2024-09-13,BIER01,18.25
2024-09-13,BIER02,8.0
2024-09-13,BROOD01,191.0
2024-09-13,BROOD02,15.0
2024-09-13,FRIS01,18.0
2024-09-13,FRIS02,15.0
2024-09-13,FRIS03,2.5
2024-09-13,KOF01,0.315
2024-09-13,VLEES01,15.0
2024-09-13,WIJN01,3.9
2024-09-13,WIJN02,3.6
2024-09-13,WIJN03,2.1
2024-09-13,ZUI01,4.05
2024-09-14,AARD01,14.84
2024-09-14,BIER01,39.5
2024-09-14,BIER02,31.0
2024-09-14,BROOD01,152.0
2024-09-14,BROOD02,34.0
2024-09-14,FRIS01,28.0
2024-09-14,FRIS02,44.0
2024-09-14,FRIS03,6.75
2024-09-14,KOF01,0.472
2024-09-14,VLEES01,34.0
2024-09-14,WIJN01,7.95
2024-09-14,WIJN02,4.95
2024-09-14,WIJN03,1.5
2024-09-14,ZUI01,4.8
2024-09-15,AARD01,7.56
2024-09-15,BIER01,16.75
2024-09-15,BIER02,13.0
2024-09-15,BROOD01,147.0
2024-09-15,BROOD02,26.0
2024-09-15,FRIS01,18.0
2024-09-15,FRIS02,27.0
2024-09-15,FRIS03,2.25
2024-09-15,KOF01,0.345
2024-09-15,VLEES01,26.0
2024-09-15,WIJN01,1.35
2024-09-15,WIJN02,0.9
2024-09-15,WIJN03,0.75
2024-09-15,ZUI01,2.85
2024-09-16,AARD01,4.9
2024-09-16,BIER01,8.0
2024-09-16,BIER02,10.0
2024-09-16,BROOD01,71.0
2024-09-16,BROOD02,6.0
2024-09-16,FRIS01,12.0
2024-09-16,FRIS02,10.0
2024-09-16,FRIS03,1.75
2024-09-16,KOF01,0.128
2024-09-16,VLEES01,6.0
2024-09-16,WIJN01,1.5
2024-09-16,WIJN02,1.05
2024-09-16,WIJN03,0.3
2024-09-16,ZUI01,1.2
